id,yield
15000,5569.807686339997
15001,6613.625395080002
15002,4611.661858629988
15003,6198.082583720008
15004,6916.111875420019
15005,5438.141639220008
15006,8243.091128320026
15007,5619.813013269991
15008,7189.2292058600015
15009,6309.806119979999
15010,6525.843920329997
15011,6357.712422340001
15012,6720.307871430011
15013,7473.064726280028
15014,4310.508099959983
15015,6309.414863700006
15016,6315.005017850001
15017,4309.2744001699875
15018,6515.577980559996
15019,6181.83454496001
15020,5407.280597579981
15021,5601.188305649997
15022,6524.949153080003
15023,7542.120074060033
15024,6182.823925210008
15025,7310.098812699994
15026,4922.492357600004
15027,6734.431583110008
15028,3698.818759040014
15029,2559.682521219989
15030,6985.841889540013
15031,4570.2929383099945
15032,8235.096463980022
15033,4995.463400149998
15034,7358.199772580004
15035,5031.846453020012
15036,7353.028230850003
15037,5441.915423530005
15038,5905.36483842
15039,7627.8136820299815
15040,8217.231744810017
15041,5906.007054430006
15042,3212.555560829991
15043,5991.633539279989
15044,7371.710132190002
15045,5642.398922709987
15046,6426.759086620006
15047,4057.443390769978
15048,8186.896908159993
15049,6994.917636680007
15050,6915.674067500015
15051,6338.535435750006
15052,5548.011704039991
15053,4115.937596269987
15054,3743.8334473300033
15055,6596.744719520002
15056,4872.918571700004
15057,8229.19388130002
15058,5639.194371669991
15059,6285.7805987500005
15060,5330.855450949975
15061,7541.638186940039
15062,5578.792782899992
15063,6304.553693110011
15064,6675.36750726001
15065,7339.607967119997
15066,7339.345142020001
15067,5651.613663819993
15068,6605.433650170002
15069,6916.934930080015
15070,3284.849296299994
15071,3668.64937439
15072,6408.650092409985
15073,5317.530515499982
15074,4302.581029319986
15075,7401.163598600001
15076,6810.489763080019
15077,4073.627514479981
15078,7654.578093989988
15079,5756.121349899997
15080,5343.146297799978
15081,5722.296133249997
15082,3502.9881154500044
15083,2547.80931817999
15084,6149.370827630002
15085,6783.391460810011
15086,7300.0566630899975
15087,7724.686322540016
15088,5336.931188989974
15089,5988.238764299993
15090,6591.101213340002
15091,6417.129361300006
15092,6172.353955590006
15093,7290.885439960028
15094,4662.029951229995
15095,5622.191377359995
15096,6545.209586529995
15097,8189.885411090018
15098,7355.328612750003
15099,7456.708759660008
15100,3759.093164280012
15101,4793.8030967200075
15102,5343.247813089978
15103,5745.799304879999
15104,5144.606488430006
15105,5102.366679529999
15106,7340.241862580001
15107,6673.375942159991
15108,3715.2650432299934
15109,4556.081716609991
15110,8250.968185480007
15111,7593.332402789999
15112,3886.974572310007
15113,5684.207994169987
15114,5651.616709619994
15115,5315.293701709994
15116,6537.742881490001
15117,5641.584078169998
15118,6912.907138530008
15119,4979.889915269999
15120,7793.250103919991
15121,6229.344255060001
15122,7338.741032080002
15123,4960.152826289995
15124,5607.416978269991
15125,7278.141262959996
15126,4581.87138713
15127,7367.194900969993
15128,4238.07680147999
15129,6936.124154329997
15130,7819.590543929991
15131,5576.5081454999945
15132,8191.494689860017
15133,6593.023134600001
15134,4212.700609739988
15135,4785.553156240017
15136,6767.638430110014
15137,4520.537995099997
15138,5338.554547779975
15139,7296.24098571999
15140,6604.875484380004
15141,6928.33932402001
15142,4622.421397119991
15143,6939.213479700012
15144,5778.3839842499965
15145,8235.05025469
15146,7545.066986420034
15147,5509.45677703999
15148,7319.141831209995
15149,5651.142652639991
15150,6199.610077759999
15151,7384.254006140007
15152,6229.974990930009
15153,6201.508353220009
15154,8216.012821140022
15155,6507.180302729994
15156,5745.060430889991
15157,7527.177912110037
15158,3714.1986585100067
15159,4633.905513149996
15160,4574.014060949997
15161,4847.387510370007
15162,3457.4149346700005
15163,4532.468045599998
15164,7387.915161730002
15165,6253.508822770002
15166,5290.252006649994
15167,4320.106806559983
15168,6534.814991569992
15169,7430.49121177001
15170,7496.527330840009
15171,4992.548797259993
15172,4519.34149318
15173,6929.634896600019
15174,4741.813307290002
15175,4785.760590350019
15176,6382.2571700799845
15177,5946.281866599998
15178,6264.267896980005
15179,7532.61240100003
15180,6739.887630320013
15181,3736.6149883200023
15182,4061.5528735099756
15183,2669.652152619987
15184,6244.024674729996
15185,8141.766290129999
15186,6173.844726800007
15187,5776.084237619999
15188,5721.1367721599945
15189,4700.220270990006
15190,7307.476844359994
15191,4762.685642830004
15192,7821.138483379996
15193,5095.761434839999
15194,3689.8583202200102
15195,5338.959982419982
15196,4245.678493989983
15197,7529.864172570041
15198,5762.413829239992
15199,6187.401818450011
15200,6805.668532220013
15201,7331.140344190001
15202,5791.600181060004
15203,6979.82075994002
15204,4998.561067259998
15205,4616.918275049993
15206,5349.894959989978
15207,8348.97723647995
15208,7379.268914620003
15209,5148.916549590003
15210,6205.967348670008
15211,4279.830845739983
15212,5735.482320769997
15213,8351.456136239975
15214,7530.658680440038
15215,4304.564750479982
15216,5470.375149660001
15217,7812.99378575
15218,7714.732553790014
15219,4629.490293420001
15220,6876.331699660017
15221,5468.7395150799875
15222,6777.253022140009
15223,4279.97975393999
15224,7426.111212540011
15225,7913.963179790005
15226,7368.2611201499985
15227,3380.037258280003
15228,7364.467319459993
15229,3922.1167530200128
15230,4667.736966429989
15231,5337.298644089975
15232,6168.13268102001
15233,6691.538046110006
15234,6548.3830293
15235,5337.477571309975
15236,4970.006883219994
15237,5647.731510459993
15238,5713.0050759199985
15239,4009.0100758599974
15240,6176.542878320008
15241,6366.234010189979
15242,4074.8654870799814
15243,7288.055146479991
15244,3813.75150532
15245,5604.939744159994
15246,6350.891399260011
15247,8316.099260400011
15248,7755.1769628500015
15249,6168.787891090011
15250,7495.6169787000235
15251,5482.268022570004
15252,5566.186893340005
15253,3990.853986779996
15254,7309.9122194
15255,5965.156081259987
15256,5994.1528899500045
15257,8252.449464740022
15258,4313.6917506899845
15259,7039.047196940019
15260,6197.606100560008
15261,6429.157525029991
15262,3790.941020030003
15263,4314.799292859991
15264,5624.499573709989
15265,4062.7254596999755
15266,6182.098434290005
15267,4759.258174490003
15268,4964.705925249997
15269,6342.180970100001
15270,6376.284035920013
15271,3208.8032070999902
15272,6560.153563210002
15273,6761.731160940014
15274,5766.625925120001
15275,5346.165689659982
15276,4164.398830969987
15277,6767.648558410013
15278,6602.138757000004
15279,7348.240725519997
15280,7355.692843590003
15281,5619.319209399995
15282,7331.026760250001
15283,6554.743798149997
15284,3929.5608349400113
15285,8255.609836540025
15286,3698.269961950007
15287,5342.766029599986
15288,4316.905021559984
15289,5226.020504080004
15290,7383.691840340002
15291,3047.6637878199795
15292,3971.183112920002
15293,3482.2870224199996
15294,6347.431619570004
15295,7289.924047250022
15296,6311.359785320007
15297,6117.79673488
15298,7359.076912520001
15299,5475.0487791900005
15300,6542.070409829997
15301,6781.191804660014
15302,2454.247028779998
15303,5337.529270289975
15304,6998.132413070015
15305,5650.274780859991
15306,7826.020887529994
15307,5144.338485610003
15308,5742.218626969995
15309,5533.80796529
15310,4347.74697944999
15311,4625.033173219994
15312,2804.2911802200106
15313,7344.16171644
15314,8232.81422957002
15315,6634.566645800006
15316,3334.1618525399927
15317,5622.646189889988
15318,6680.364160090013
15319,6843.051181020012
15320,6122.848851420008
15321,5749.483417999999
15322,6242.275907079998
15323,7364.993871870005
15324,3409.4822371200066
15325,4230.654797759985
15326,7018.9656145700055
15327,5744.962954559998
15328,6775.678917800009
15329,5599.443343489996
15330,3491.1693419700005
15331,8383.73050646995
15332,7410.116580400007
15333,5622.488145449992
15334,4950.471078769995
15335,3673.086134639991
15336,5777.2117296699935
15337,4059.588231840007
15338,4536.658994189997
15339,8200.63405183002
15340,4338.18122647999
15341,6397.641890130006
15342,5319.196916719981
15343,7291.55756436999
15344,4319.959250129981
15345,5345.216591369978
15346,7383.023267359999
15347,3382.810111580005
15348,3468.7762252500015
15349,5770.643140329998
15350,5342.338998369979
15351,6315.215664200007
15352,6138.229250590009
15353,5788.329466130001
15354,7709.541057160008
15355,5940.143843969995
15356,6950.878873950017
15357,6294.727167530007
15358,5658.9390701699995
15359,5791.134798409999
15360,4796.386889340018
15361,7701.344003019994
15362,4732.244513070006
15363,5434.598397520007
15364,4986.658482189994
15365,7857.813664740003
15366,6620.876646390001
15367,6719.709289420004
15368,5340.320141059974
15369,4953.471958599993
15370,5548.052936759982
15371,6189.073135000012
15372,4690.119885590008
15373,5001.258698759995
15374,6474.6158532100035
15375,4102.412336199991
15376,6181.914042420008
15377,4554.950247390001
15378,5756.875306700001
15379,5295.334963359996
15380,4294.676578229981
15381,5942.131706289997
15382,6551.515219840001
15383,5343.321133399975
15384,6179.3137208500075
15385,7338.69949623999
15386,7322.411413029992
15387,7817.18723010999
15388,7296.614785669991
15389,5777.216599540001
15390,7308.107613659997
15391,6429.835749849984
15392,4220.648838489982
15393,3908.118544889984
15394,6786.889064760012
15395,8188.547565320016
15396,3528.5640466300074
15397,5525.646516850006
15398,6495.680786650001
15399,7361.392661610001
15400,8214.439862010016
15401,3727.324878380007
15402,3242.44627823999
15403,3458.771533570003
15404,3409.931260499995
15405,6729.610923680017
15406,7545.435742510037
15407,6196.275393230011
15408,7302.464132269997
15409,5508.326378419997
15410,5338.424016179976
15411,6524.210375900001
15412,7534.613636490031
15413,5510.624842759987
15414,7892.714840419996
15415,7538.401429540037
15416,3397.6534064900065
15417,7963.415616639976
15418,5516.798594999995
15419,7718.371616229992
15420,7539.280892690036
15421,6954.90014590002
15422,4127.449235219984
15423,2606.1850217599986
15424,6302.128863330006
15425,4296.884825659988
15426,6159.906658230009
15427,7294.599841610027
15428,6510.6167421200025
15429,5583.662489669993
15430,3684.9974779999916
15431,4642.384019519997
15432,6958.69728582002
15433,3235.486684239992
15434,5548.176958269983
15435,6357.248218119976
15436,6889.180766360019
15437,6348.02138487998
15438,6413.958994230002
15439,5607.871631259993
15440,3697.0281376799903
15441,3724.7361262699983
15442,6531.263579839994
15443,3712.8871915199943
15444,6165.95032330001
15445,3365.6769416000006
15446,7300.45259384999
15447,8204.251719660015
15448,7526.753876580038
15449,5521.621428049987
15450,3471.167770060001
15451,6821.947390210004
15452,6585.120696549997
15453,6002.187865830006
15454,6922.230266600019
15455,3049.20101517998
15456,7323.391773119994
15457,5600.577911439994
15458,4597.860623739988
15459,5816.101595370011
15460,4806.509590870008
15461,6401.890120999992
15462,5943.1528552999935
15463,7358.527878549992
15464,3535.6347599200035
15465,6191.328620800008
15466,6337.4726357499885
15467,6830.685104660008
15468,6360.940805480007
15469,3734.4380190000134
15470,5330.243617809975
15471,8187.2721931100195
15472,5765.636276260001
15473,4703.877017340001
15474,5459.0318391800065
15475,5763.737611289991
15476,2419.250296209999
15477,6327.804249440011
15478,6554.431210959998
15479,4065.556090319976
15480,7414.8607763900045
15481,4119.2512323299825
15482,3721.3783655499983
15483,4944.469094210004
15484,4632.684505399995
15485,7473.120521010006
15486,6365.4235712000045
15487,8212.012038510014
15488,7327.95313968
15489,8167.250489170017
15490,6736.473973350011
15491,5657.822510119995
15492,6456.617128260001
15493,8133.775874810009
15494,8076.869307589998
15495,6216.908417880005
15496,6566.721068149999
15497,5607.338156390002
15498,5330.312596409976
15499,5567.116326889988
15500,6715.668543390001
15501,5610.607675269993
15502,3935.9605986499982
15503,6559.524369950002
15504,6709.418658100011
15505,7335.963033950003
15506,5376.063108699994
15507,6521.827655259998
15508,5556.521744379987
15509,6407.890809050012
15510,6485.147861189995
15511,6201.779007140005
15512,6186.0406067899985
15513,4926.747643159998
15514,5744.840282369999
15515,6248.524467829996
15516,7150.489094630021
15517,5783.815892419998
15518,7847.097267189991
15519,5331.118388479981
15520,7269.229949319995
15521,7547.2358442700315
15522,5318.811619629982
15523,5569.488215229992
15524,6714.853657390005
15525,5618.158154879992
15526,6843.172844000013
15527,4747.366059100018
15528,7359.486332570004
15529,4344.75195659999
15530,6541.850672709999
15531,7269.744204710026
15532,6945.6261405100195
15533,6368.877413730003
15534,7313.732192149991
15535,5544.933525689995
15536,7713.270505810014
15537,6629.701777460004
15538,6534.182045580009
15539,3327.7340780399963
15540,5865.572129990007
15541,4614.114897969994
15542,5619.816616259989
15543,3996.6234852400007
15544,7935.597613129996
15545,6212.346849660007
15546,6761.036305130005
15547,4720.807534820001
15548,5646.685270649988
15549,7464.785592960027
15550,6711.669068310008
15551,6548.610923279997
15552,6517.306780969996
15553,3460.0040998
15554,6585.391222369998
15555,7329.437102969999
15556,6991.800881670011
15557,5023.524597519988
15558,6165.597155650012
15559,4656.432439820011
15560,7674.292139949981
15561,3481.2960957500004
15562,7307.026915959997
15563,7157.8301447700005
15564,7737.950049070016
15565,7575.740763320026
15566,5877.175514680004
15567,3912.700205820013
15568,5075.695641529996
15569,5788.673767489997
15570,6427.858564499989
15571,7755.683946730011
15572,5711.104836680002
15573,5770.318729930005
15574,6213.791889980012
15575,4774.299628269999
15576,4277.972894149982
15577,3719.778958859997
15578,5507.004947559988
15579,5603.089964829991
15580,7030.777231380006
15581,6324.682959780008
15582,5582.367176049995
15583,7275.883078139997
15584,7177.808643220013
15585,5338.336718429974
15586,5844.198315179996
15587,6367.5065766800035
15588,5761.528595709998
15589,6198.9915205900115
15590,4734.106612860018
15591,6577.7751442499975
15592,6207.404028580004
15593,6157.058416920006
15594,5433.592104270004
15595,6358.75574833998
15596,6459.196044050004
15597,5649.628058359993
15598,6173.502482630015
15599,3713.2975153999923
15600,7337.789599070003
15601,7214.073954849997
15602,7261.266045749994
15603,4805.622037290014
15604,6343.057881660011
15605,4502.2454225500005
15606,8260.026326910021
15607,3669.470496119998
15608,5542.280298849995
15609,6317.5297723600115
15610,6848.753919670017
15611,4280.892857669978
15612,7401.669807930004
15613,5592.709938149991
15614,7348.659515620001
15615,5588.56798994999
15616,5748.99771676
15617,4520.810722129998
15618,7539.727213410035
15619,7340.771077680003
15620,5779.854714469999
15621,4591.942803349994
15622,5746.29334099
15623,5092.343556110002
15624,5632.783131839984
15625,6861.587887570012
15626,4056.338087029976
15627,3865.5425115600115
15628,7309.823929159992
15629,4677.86580933999
15630,7521.963659610029
15631,6209.824203050004
15632,6157.455868100011
15633,4698.090923670002
15634,6770.351903410012
15635,5612.780301199994
15636,6411.273727299981
15637,6869.918682730018
15638,6359.798139499976
15639,5336.733184959973
15640,8246.388155730026
15641,8209.248963360009
15642,5765.378670829994
15643,5628.919611299994
15644,7571.169686439992
15645,6871.868102040007
15646,5362.159788859983
15647,5350.78109223998
15648,7903.228040829983
15649,3680.9896240299913
15650,6684.747795580006
15651,7360.992426500004
15652,4301.597555109983
15653,7329.597847599992
15654,7292.936763540001
15655,4739.251150820016
15656,5388.86296257999
15657,4010.4554447300006
15658,7359.88193777
15659,3383.824557820004
15660,6394.23412863
15661,8256.002776910023
15662,3230.4567601100002
15663,7263.090798259996
15664,6746.66681629001
15665,6519.350381009997
15666,4316.290309909986
15667,3964.2408781700037
15668,6664.971386450014
15669,5744.7842003099995
15670,7896.293273619998
15671,7253.250248789999
15672,7463.672929640019
15673,5778.874545699991
15674,6537.365167379998
15675,7929.840919430007
15676,5609.402502979994
15677,5336.6056668199735
15678,7295.607948589989
15679,5454.719668710005
15680,5762.523366949994
15681,5349.495858339977
15682,5337.501716469975
15683,5329.064694519973
15684,4573.219905519995
15685,5657.439824329995
15686,6304.878163880006
15687,7550.094249310032
15688,5458.967048430006
15689,6540.399221249997
15690,6687.807464909998
15691,4662.480730349996
15692,6540.179491759996
15693,5884.602625109995
15694,7310.3664363999915
15695,3765.2263447200016
15696,6741.157226800009
15697,5350.240770039976
15698,6312.077397140009
15699,5641.358739799989
15700,6537.963493709998
15701,3220.9556942000045
15702,5568.747169789999
15703,6715.7662218100095
15704,4730.483915070008
15705,6520.635053079997
15706,6644.349782510002
15707,5963.691398809997
15708,5337.271090269975
15709,7536.126576099986
15710,7731.096206510019
15711,5635.967669129994
15712,8203.008600710014
15713,5596.140586399998
15714,6220.471488180001
15715,5509.802054249988
15716,7556.452566769986
15717,5468.9334091199935
15718,6795.702943670012
15719,5899.619112710003
15720,6594.175470499997
15721,6400.688944439989
15722,6763.297876470007
15723,6772.147934140013
15724,4296.362617669981
15725,6576.72400503
15726,4967.776045979995
15727,6684.511553240004
15728,6876.295229990018
15729,3994.7037953699983
15730,5332.651641769977
15731,5638.114589379991
15732,7223.921117419992
15733,4994.805814070002
15734,5615.846909219994
15735,6202.556385020005
15736,4078.2495980199787
15737,4586.7912568999955
15738,3748.1539647400105
15739,5642.641660209995
15740,7371.089204530006
15741,7744.070371649996
15742,7366.030268790006
15743,7360.6813470900015
15744,5455.14634602
15745,6308.275603580007
15746,5511.066401679986
15747,5387.540069029978
15748,7350.120240829997
15749,6545.302381009994
15750,3341.0205136599966
15751,6790.654587260007
15752,5085.529967850003
15753,7395.4438627900045
15754,7338.989761739999
15755,4689.04343707
15756,7343.122884469994
15757,5681.044060819988
15758,7326.302843440006
15759,3907.3587352600125
15760,7722.659185919993
15761,6125.322701909998
15762,7365.287121230004
15763,5350.628561569978
15764,6750.567119469999
15765,7532.830373220039
15766,4953.367095499994
15767,3488.3926188800065
15768,6516.042810300001
15769,5334.657822759977
15770,6298.704403319995
15771,4143.826979069986
15772,8234.829090960016
15773,7752.921942719996
15774,8271.911381060017
15775,3913.535263140014
15776,6358.451859040001
15777,6220.835046930006
15778,7902.448874540001
15779,6217.653066370001
15780,6313.236596060007
15781,8098.241666979993
15782,4712.25359403001
15783,4665.359078350001
15784,4748.201464420017
15785,6756.6434856100095
15786,7340.128038270002
15787,4633.112235179998
15788,6166.092393580007
15789,6830.134665190009
15790,5341.485117199976
15791,4229.302345689985
15792,4607.437886649994
15793,5684.346863189987
15794,6779.221429990008
15795,4066.1595059899746
15796,5367.937363449985
15797,6496.451232970001
15798,5339.551031039994
15799,4735.116144120007
15800,5577.561036340003
